ID,SurNum,Date,File1,Score1,File2,Score2
246803,49,22/10/2021 16:48,118035_gt.jpg,4,118035AF_12.jpg,3
668542,49,22/10/2021 16:48,022090AF_7.jpg,5,022090_gt.jpg,4
246803,49,22/10/2021 16:48,151087AF_9.jpg,4,151087_gt.jpg,5
626526,49,22/10/2021 16:48,024004_gt.jpg,5,024004AB_2.jpg,4
668542,49,22/10/2021 16:48,118020F_4.jpg,5,118020_gt.jpg,5
246803,49,22/10/2021 16:48,078019C_4.jpg,2,078019_gt.jpg,4
246803,49,22/10/2021 16:48,376001_gt.jpg,4,376001B_3.jpg,3
668542,49,22/10/2021 16:49,153093B_1.jpg,1,153093_gt.jpg,5
246803,49,22/10/2021 16:49,015004_gt.jpg,4,015004D_3.jpg,2
246803,49,22/10/2021 16:49,065019_gt.jpg,4,065019F_3.jpg,2
246803,49,22/10/2021 16:49,140075_gt.jpg,4,140075AG_4.jpg,2
626526,49,22/10/2021 16:49,323016AF_7.jpg,4,323016_gt.jpg,5
246803,49,22/10/2021 16:49,187029_gt.jpg,4,187029AC_2.jpg,3
668542,49,22/10/2021 16:49,242078_gt.jpg,5,242078D_2.jpg,4
246803,49,22/10/2021 16:49,239096_gt.jpg,3,239096AF_4.jpg,2
246803,49,22/10/2021 16:49,198023I_1.jpg,4,198023_gt.jpg,2
626526,49,22/10/2021 16:49,025098_gt.jpg,5,025098AC_1.jpg,3
246803,49,22/10/2021 16:49,056028AD_2.jpg,4,056028_gt.jpg,2
668542,49,22/10/2021 16:50,024004_gt.jpg,5,024004AB_2.jpg,3
246803,49,22/10/2021 16:50,022093_gt.jpg,2,022093AF_1.jpg,5
626526,49,22/10/2021 16:50,046076_gt.jpg,5,046076B_4.jpg,4
668542,49,22/10/2021 16:50,323016AF_7.jpg,4,323016_gt.jpg,5
577383,49,22/10/2021 16:50,022090AF_7.jpg,4,022090_gt.jpg,5
626526,49,22/10/2021 16:50,118035_gt.jpg,5,118035AF_12.jpg,4
577383,49,22/10/2021 16:50,118020F_4.jpg,5,118020_gt.jpg,5
668542,49,22/10/2021 16:50,025098_gt.jpg,5,025098AC_1.jpg,3
577383,49,22/10/2021 16:50,153093B_1.jpg,2,153093_gt.jpg,5
626526,49,22/10/2021 16:51,151087AF_9.jpg,4,151087_gt.jpg,5
668542,49,22/10/2021 16:51,046076_gt.jpg,5,046076B_4.jpg,4
577383,49,22/10/2021 16:51,242078_gt.jpg,5,242078D_2.jpg,3
626526,49,22/10/2021 16:51,078019C_4.jpg,4,078019_gt.jpg,5
577383,49,22/10/2021 16:51,024004_gt.jpg,5,024004AB_2.jpg,4
626526,49,22/10/2021 16:51,376001_gt.jpg,5,376001B_3.jpg,4
668542,49,22/10/2021 16:51,118035_gt.jpg,5,118035AF_12.jpg,4
577383,49,22/10/2021 16:52,323016AF_7.jpg,4,323016_gt.jpg,5
668542,49,22/10/2021 16:52,151087AF_9.jpg,4,151087_gt.jpg,5
577383,49,22/10/2021 16:52,025098_gt.jpg,5,025098AC_1.jpg,3
626526,49,22/10/2021 16:52,015004_gt.jpg,5,015004D_3.jpg,2
626526,49,22/10/2021 16:52,065019_gt.jpg,5,065019F_3.jpg,5
577383,49,22/10/2021 16:52,046076_gt.jpg,5,046076B_4.jpg,4
668542,49,22/10/2021 16:52,078019C_4.jpg,4,078019_gt.jpg,5
577383,49,22/10/2021 16:52,118035_gt.jpg,4,118035AF_12.jpg,3
626526,49,22/10/2021 16:52,140075_gt.jpg,5,140075AG_4.jpg,3
668542,49,22/10/2021 16:52,376001_gt.jpg,5,376001B_3.jpg,4
577383,49,22/10/2021 16:53,151087AF_9.jpg,5,151087_gt.jpg,4
626526,49,22/10/2021 16:53,187029_gt.jpg,5,187029AC_2.jpg,4
